reports_count,upvotes,downvotes,hours_since_update,condition_rating,distance_m,is_verified,recommendation_score
8,10,2,13.151003073974904,3,133.79072517188024,1,100.0
4,13,1,129.284927014586,5,8862.338914517011,0,79.28525605308462
1,12,0,191.5738135483365,3,3543.1890182057195,0,63.137601888314734
3,8,4,80.9168410566328,4,1335.5789109608495,0,89.01624668508569
0,7,1,18.14500287152255,2,1582.0081707928057,1,78.87820210362753
0,10,4,24.799441951177002,2,7014.775396359166,0,62.91580735510689
2,11,2,13.318812061556226,1,8708.48956979288,1,50.779238582532784
4,11,1,106.28108986718354,4,6414.252874529811,0,74.92884120270791
1,7,3,118.07619579980198,1,9287.962463893922,0,28.403098887362642
5,9,2,26.053532860391922,1,8426.363162618421,1,53.01981021345448
3,4,1,51.295893375623805,4,100.22775133709771,1,98.90082592125943
0,18,0,8.687340692322378,5,6697.602347657046,1,100.0
4,8,0,27.39917297215231,1,3053.300540255783,1,73.73187669876638
1,12,4,47.91898287032626,3,4550.455117086897,0,67.17092236469936
6,15,4,23.365857761272114,5,949.3671738609252,1,100.0
3,7,3,21.242082144179964,4,2828.1706270977875,1,100.0
1,13,1,0.04797559643007267,2,6330.53281465075,1,62.72872380146191
1,16,1,78.29467228515257,5,2191.637481260677,1,100.0
0,7,4,105.66102059162866,1,6478.891316029219,0,44.39365372587095
3,9,1,167.46401074156051,3,9231.091386258757,0,51.25620443874707
2,6,3,60.97760925513174,4,59.35364699952278,0,91.71680369330343
4,10,1,38.199721956293935,2,7859.849490101285,1,61.66732923951417
5,9,3,15.05909351916824,3,6416.775612830251,1,74.1068648380035
1,12,2,348.6567302124512,2,475.8612997105845,0,67.72716730075008
0,7,2,42.76778433920979,4,7903.769701079751,0,77.04332947504875
5,13,3,54.86626935524124,5,2252.9651410199394,1,100.0
5,8,3,55.05513366815554,1,2665.547201819022,1,63.57301945180192
1,8,2,89.56588664311158,4,944.2216678690398,0,93.97328762056316
0,12,1,0.4665418417900328,3,5348.454355279161,1,82.30117473435959
2,5,1,11.941343986580058,5,4987.255165279585,1,100.0
2,6,2,52.57056236800497,2,3478.273318299527,0,68.20424682259647
2,6,2,108.24882540982293,5,1695.850539590063,0,91.18505668976988
6,16,3,55.500418419969535,5,8381.156009445667,1,95.94738003562794
6,9,0,25.61125261131462,3,8765.02051637604,1,72.55237861405999
5,9,4,21.538585118094357,1,5410.390311029584,1,60.19842830065717
5,7,3,64.28219295558084,5,2449.8110826577877,1,100.0
0,8,0,64.88857863537717,5,970.1395563298528,0,100.0
2,8,2,44.83647559820016,1,8686.756233240712,0,49.17353598420338
5,4,0,16.53881652817623,1,969.5666686996475,1,71.70987799630933
5,9,2,124.43201011889998,2,141.6685771170186,0,65.95342756192537
1,7,1,38.52931661408421,2,4699.281797613001,0,67.60438138078491
4,4,4,75.02376262067384,1,7315.3975095735495,0,40.87431539447205
3,6,1,11.57715621722592,4,4580.794674725636,1,84.7438240552114
2,13,0,20.23952014740091,1,523.5919637954956,1,78.95788987568663
2,10,2,99.65199926061179,2,6903.39084308401,0,60.93172353145309
2,10,2,2.4674862638024297,3,6426.90287937293,1,88.65429531437417
6,8,1,34.46813815608014,3,6818.482013934304,1,75.07617309436574
4,7,2,31.546158075293064,5,2119.912888577004,1,100.0
1,15,3,66.7789086496398,3,7959.027107360539,0,58.142465956748175
1,10,2,15.894612915177023,2,4796.890435363853,1,70.15475573441925
1,6,1,11.86875322378292,3,5368.164577798499,1,75.18814648451485
5,10,0,125.06337203958354,4,5462.841796445949,0,73.33135661194758
3,9,2,40.70178864593505,1,2875.196306341298,1,68.07443745107348
1,11,2,5.308068948791809,1,2508.8397023270527,1,70.64191758288638
3,10,1,10.294868274754368,2,57.61364351054865,1,90.98997175289932
6,13,3,323.87468411657954,5,3972.1373171334494,0,91.24906364173856
2,6,1,10.44815063762381,1,4856.178809551264,1,62.389801276486445
5,12,4,45.25577009480334,3,7430.609419096433,1,68.02161005066418
2,9,3,26.157505232726646,4,675.6033398335568,1,100.0
1,12,4,104.06622181996568,5,9240.654229863127,0,71.89784909746786
7,21,3,67.5449009820694,5,2646.9450977879446,1,100.0
8,11,0,43.61750973591549,5,3673.5396943811957,1,100.0
0,14,3,0.5182589205030206,1,493.14103129666546,1,67.26310704851525
3,13,1,101.6908025555134,5,6534.832744073052,0,85.18293719970968
6,7,0,28.23303326464474,2,7092.13874592477,1,70.79714936349927
1,9,2,128.7386782779397,3,9288.624260724759,0,51.998966230082694
9,12,3,32.844709052126774,4,3374.921743119136,1,100.0
3,5,3,56.875395410124,3,2581.113611483552,0,76.4046492014938
3,11,0,3.4468987184146775,2,7263.604170672998,1,68.79755759076461
6,12,0,65.62015826172058,2,7070.940875544849,1,67.37953188884794
2,9,3,19.799218947168168,3,9371.869337955335,1,60.831319764937675
0,8,2,20.77804301412275,1,2061.1330560905067,0,62.5204345325606
4,14,5,6.0627402086395765,2,7055.873300718406,1,61.822420670525894
0,12,3,7.62375725553145,5,678.0170861216488,1,100.0
3,7,1,9.863949937546,4,4808.877386504614,1,85.52222801210455
5,11,1,19.094581632030934,4,1202.7138648844264,1,100.0
5,13,1,106.81658425173922,2,6534.928421063774,0,59.44761539257391
4,7,2,22.045331471373682,5,6018.652949299941,1,100.0
1,7,0,61.856132723398,3,497.841006960989,0,78.45359745577431
1,7,4,4.145879733741692,4,3202.9820476217137,1,95.20952035272362
1,8,0,42.92552232636413,5,3956.3859864447595,1,100.0
2,10,2,31.563363865085037,5,2488.122092434515,1,100.0
3,8,2,183.11055111125515,1,396.31373974791325,0,63.75892979126164
1,11,1,89.86333164267887,2,3195.0307420995277,0,63.976053998391386
1,8,1,29.119545069067456,5,7928.322765493777,1,91.08229486033031
1,10,3,71.62990008146704,3,3607.4897950305094,0,74.44003294094787
2,12,2,10.295021684369447,4,3240.4638547911895,1,100.0
3,9,5,39.662617647692684,1,9418.11384773673,0,36.48713381412976
2,13,1,3.7223901327142217,3,425.89087995786804,1,95.67394090318398
2,10,4,20.536669387818545,4,7675.209074463411,1,91.06168542882797
3,11,2,12.288257343528924,2,4836.105047160356,1,73.08963046583747
2,9,2,60.915826523331035,3,9445.180450030302,0,60.3764962253139
4,10,2,32.32907495938465,4,3940.772734192284,1,95.28621912310504
4,10,4,66.74810256793575,1,7083.342946685162,0,35.57062575020733
1,11,0,34.762354723550544,4,708.6542902612433,1,100.0
2,10,1,4.341833869267822,5,9288.436531582973,1,96.96732767852382
1,8,1,63.81186113993165,1,3451.9812413179397,0,49.58123999413239
2,10,3,85.97449190503156,3,5244.805712085022,0,72.8543650283078
3,6,1,112.24972356434449,2,1393.4312715420415,0,70.5752226642994
2,9,1,40.733436681627474,1,9456.123133490206,1,38.886330541990695
4,13,3,67.23550221327088,1,6732.974335259636,0,43.470238667394305
3,13,2,66.93625567451187,1,548.9352935927611,0,61.95819903259128
4,5,6,8.126704089713702,4,1560.515724001041,1,95.21840363904876
1,9,4,8.610752686134862,5,4004.3416364500704,1,96.63165714229024
1,12,1,3.5291185539869234,2,2175.5424137188747,1,88.21967566944919
1,9,1,18.505703123044512,2,3053.2094394681426,1,70.55356226922135
2,7,1,30.79297240993467,5,9974.936697153003,1,81.5329808309052
2,9,2,295.91020601547984,4,6589.900484526527,0,77.82464362811402
5,6,2,27.065430903064367,4,9222.953847121375,1,78.92122757970294
5,14,7,62.184620365067616,5,4363.625764794747,0,97.48251380600563
2,8,3,56.74567745018801,5,7105.720022060773,0,87.47738227055768
2,5,1,10.980563598946048,3,4602.3060186912735,1,75.42199363161399
3,12,1,2.893849282451846,4,3288.9631831216907,1,100.0
2,9,1,37.90430170899468,1,5196.539733545552,1,60.411791005223925
1,17,1,57.83961429799563,2,4278.837307456992,1,74.67793027021166
2,16,2,304.75982295388326,4,9805.60108032013,0,57.19007911100963
5,10,2,21.317722721615013,5,4966.702388111845,1,100.0
5,7,1,108.81004525407934,1,8113.020197658967,0,37.53608177958673
3,7,3,23.095561573757934,3,6671.526488275526,1,74.44238628641146
4,9,1,56.125779127124424,3,4801.476099802051,1,76.69107413485246
1,9,0,43.77276330100022,1,4746.759223938698,1,56.352852556051445
3,11,2,2.61282203956449,1,3425.482269449756,1,73.42800988951717
4,6,5,3.918308715763361,5,1078.7482582442406,1,100.0
3,7,2,1.007169351408316,5,7617.078596083795,1,94.2249882892844
3,8,2,22.24129346805369,2,9181.766984073385,1,61.65374238137213
3,6,1,65.74262620736225,2,2187.3689980545755,0,64.69203151972447
3,11,3,9.103432924289796,3,9257.478204352681,1,72.47977685851775
5,7,1,44.689500605120955,1,2330.719138402199,1,71.28614357047658
3,9,1,16.3603515039091,3,5305.490228817914,1,81.91161935818934
5,7,2,76.53662234505553,5,3442.783741310107,1,100.0
2,9,3,76.86963075838386,4,1153.9427712634595,0,97.65881619413108
2,12,1,71.68794550168421,5,537.8553658059178,1,100.0
5,14,4,35.71632187665851,4,3659.8118561208316,1,90.28228068495517
3,13,3,16.073612157292533,1,482.9652068489051,1,74.03690663252492
3,6,3,79.57485094204303,1,1051.0223110031345,0,53.284818151500566
3,15,2,9.884086131707873,1,1431.5528121918624,1,76.85149938913352
6,7,4,16.42328532302197,2,29.137904728200557,1,85.20618347332386
6,10,3,9.757288343229604,2,1540.989636278098,1,87.80422399436964
3,8,2,53.8321329247802,4,5777.014016979962,1,85.16309240509136
5,12,3,55.63748436604244,3,8197.035989738404,1,67.41752529529984
2,11,2,50.73692978935826,3,1942.3652944866178,1,80.86815526685616
4,17,1,25.784261238917214,4,817.9173124365278,1,100.0
3,16,2,5.066426002234851,2,7297.846842374363,1,72.94537340880217
2,13,4,116.20925620352351,5,91.54548745758817,0,100.0
4,10,3,34.019034759776495,4,7344.279399343448,1,82.55084794862836
1,7,5,25.080671627146163,3,1319.8611863101441,0,83.511751896638
3,6,2,42.659333026985834,4,2290.567770572841,1,89.42131152849129
1,16,0,10.280254148357447,4,1209.498409771415,1,100.0
3,10,1,6.825407916372798,1,2480.908188943431,1,66.59885257313053
3,8,1,24.963695443544168,2,7983.7776252333315,1,64.47531865778608
1,8,0,12.372565177054193,1,1334.1156101995068,1,69.83616832930915
2,20,0,13.44470227332948,2,9941.714666612404,1,52.72912921042367
4,12,4,107.05782240867697,4,3277.706783216941,0,82.70473733905573
2,8,2,36.31867972042771,2,9220.461573828205,1,56.121485129371216
5,11,4,31.70976467481431,3,1908.430467557111,1,90.54339857639242
0,12,1,56.136271636188816,1,1887.0962242445732,0,66.64352227858467
3,16,1,145.30483238412577,4,5657.703473600307,0,78.9217094640337
2,14,1,5.7123441423421735,3,515.4948481977326,1,100.0
0,9,6,86.06244486630922,2,8012.018947379573,0,50.00365146140774
2,9,2,42.10157401129514,2,4401.756354173858,1,68.44830720801599
2,13,2,7.584850880225119,3,6994.972768795016,1,71.67155348103658
4,8,3,16.92531896880241,2,1754.5757129252336,1,79.79351968267842
2,15,6,31.60694378025906,1,6427.149934354042,0,46.27733700018887
1,14,4,56.39939759501972,5,5944.765836973419,0,85.18039568892023
1,12,2,13.337905348093729,2,7559.055906660258,1,61.1806721320635
0,10,1,36.74195018162429,4,2981.038913583196,1,86.00869191227233
2,9,2,55.39875506327467,2,9332.324093965377,0,53.64776708490417
4,5,2,28.586403544987856,4,9613.397683263362,1,71.81504219929197
3,9,1,95.42226568024518,2,8682.554876101334,0,51.45987491356084
5,12,0,97.73129822971573,2,5724.617323943812,1,71.49808203799546
5,11,0,30.536798776878072,4,4208.679823906892,1,93.17386551234198
3,13,1,173.24019479976812,1,589.344261513849,0,55.61295795145173
4,14,2,3.7725251487790903,5,9472.805736595286,1,93.87749572038868
1,15,4,0.16166610336919188,5,9518.295623546685,1,87.73413457995817
3,8,0,22.997482899864888,1,196.6976652470417,1,73.32451395647912
4,9,4,44.11378335697962,2,3575.3065909407937,0,71.45042336227199
4,8,5,47.620457755778425,5,8801.563318900036,0,78.49624990989271
3,6,2,31.06150072532326,1,817.7118100657868,1,79.95303513486775
2,4,1,6.403106170525376,1,1973.6981033349716,1,72.18586357861446
2,7,2,8.972600724414022,5,9786.986395027712,1,91.49749837415499
3,10,1,91.75408302404871,4,8474.415233082282,0,70.3810460505784
3,13,1,97.16545624913158,3,9121.514305896799,0,68.77291666745957
4,10,2,53.786242199158686,4,1430.1226423666187,1,97.04160935388535
0,8,0,52.38206671458426,2,2121.046430078781,0,74.43989016048495
2,11,0,43.70461327312643,4,6058.111677673973,1,82.33341687396582
4,6,3,10.886765420370772,3,5022.364827816965,1,93.45431123097012
2,9,2,26.834624200603024,3,2992.0488715650185,1,89.97055058869398
4,7,2,57.138292625691655,1,8839.62453437509,0,37.50420249519728
3,14,0,36.98751539166222,2,9014.872269200374,1,64.49097200137535
2,5,1,0.900245609426553,1,2923.9232613646454,1,73.33324839582397
3,5,0,147.33721742908543,4,1565.9738745134784,0,81.16876691586373
7,6,1,89.43091718899056,4,1499.4332834954316,1,95.78255781920703
3,14,0,14.488409745171861,5,4849.4077019654715,1,100.0
5,11,2,45.998812070897856,1,1337.8557690595158,1,75.02116251174256
8,14,3,123.21905180739705,1,4738.668818731301,0,53.505238412680505
1,12,2,4.8450288098786825,1,4624.721387869976,1,63.58357649537995
2,7,5,33.56277946287611,1,8842.261029924513,0,32.86675672748828
2,9,4,29.244137790321254,3,2969.14229360237,0,79.74708886732712
1,10,2,25.34305291416625,5,5610.918061823365,1,95.0749645320258
3,11,1,86.65840846982168,2,7437.563644198123,0,56.60187624604309
4,9,2,22.995768790781394,2,5963.188802548565,1,64.56546839270894
1,8,1,3.157448662462877,2,9541.137771351569,1,54.645870703230514
7,9,2,3.2690463479359906,3,6026.7520301927025,1,85.8224429243494
6,5,3,2.096882606257296,5,9019.603162916417,1,90.0927911605051
2,7,2,25.25689692261651,5,2458.113328644892,1,100.0
2,9,0,60.82991749966404,3,5611.920200066569,1,75.91814331007515
1,11,3,10.93475942357528,1,5437.626206400878,1,48.645915638730855
0,9,7,49.9095718318709,4,9894.626580299435,0,54.34329613872251
4,7,2,55.768069770034025,1,2053.018070857244,0,59.950247925312425
3,14,2,14.14283543119567,2,1418.5240496761148,1,88.5029053832614
4,9,2,44.04892054767764,1,6120.6040555279,1,58.632948188729415
5,10,2,55.428708446982185,3,2244.6845118873125,1,86.65979762166488
1,10,2,30.168441941851384,2,6395.161903046395,1,68.9096132699639
1,6,1,19.70654040222525,4,9725.165994310313,1,77.14683130311214
2,6,1,46.336980295158206,2,9465.594894020602,0,48.927536495009385
6,7,3,182.86974208950676,1,2318.71921619354,0,58.956702615417825
3,8,3,26.716455747929576,5,1717.254518639368,1,100.0
3,12,2,23.86295016023191,5,5611.785478753832,1,100.0
2,6,2,29.957721322477084,5,5871.90510934927,1,99.04327938638826
6,13,2,3.805420407327479,2,6625.878213092697,1,73.05285925969805
1,11,0,38.66697744029144,5,7417.494350608216,1,94.05041724366436
3,11,3,19.129692284215757,3,6013.563533613322,1,83.58132463284906
1,5,2,6.21363488773758,4,1126.4125071594312,1,100.0
2,7,2,30.136336523863605,5,7903.678125988784,1,89.7034295552015
4,11,1,0.16270680991223618,3,804.3766734010135,1,97.65450842802733
5,11,3,24.662662449547135,3,209.72693530974888,1,100.0
8,13,5,5.364164484293772,2,7698.885384152646,1,65.28851054601029
2,7,0,1.1804466514903174,2,5488.090670112401,1,70.8587523765025
2,10,0,83.51875485805272,4,6988.928271679368,0,71.37482129427201
4,10,1,119.03543132239108,4,3833.645768833911,0,73.09571696520315
0,8,2,11.173592351785615,1,120.81401030967993,1,65.16424788893664
4,9,2,37.20021304842021,4,3316.8433378189434,1,100.0
3,14,1,15.632265007506062,2,6085.270976902195,1,65.97111431390007
6,10,5,32.65842512445563,3,2264.773673996396,1,91.89032078698011
2,13,0,27.54340885087608,1,6881.165292992984,1,65.15421028534391
2,9,1,15.04375989421641,4,7946.06608882053,1,85.21026702601685
3,12,2,57.853708693438136,3,4548.1273136719365,1,74.89024066486343
6,7,2,6.491366376642915,2,8758.455767710984,1,62.462784453369935
0,8,3,2.617586124632754,5,8549.617480045488,1,90.7491631744055
4,12,0,70.06175469452928,1,8781.798948390418,1,50.57309656616611
4,9,2,52.62743138791758,3,6613.759956241782,1,74.40849419362553
3,4,0,33.12978071777898,2,3054.8421067390627,1,78.7843656411534
4,11,1,30.274401571882535,2,4817.700310892004,1,79.14434926972235
4,9,4,33.023198178111514,1,7108.001388815603,1,48.00360308336824
4,10,6,27.576883953487418,1,2113.530896093102,0,69.79125126053529
1,5,0,23.954355206940495,4,7391.046657452718,1,84.48867403545441
5,5,3,33.24137172990675,4,5485.405284759472,1,77.56304359801248
6,7,0,36.08968098235508,1,969.2142284327973,1,75.00174313180287
0,14,0,56.51224244292733,1,5577.29040673167,1,53.27014443722282
4,8,1,59.6181920187004,3,677.0936207427081,1,96.81756269434122
2,10,4,22.76251343038541,4,152.9297776157542,1,99.82851754988268
2,12,3,25.615281876593738,2,8897.380422373772,1,58.75014522279907
3,15,0,22.460220981048202,4,4904.261954928902,1,87.88932618264435
1,6,0,36.913251765881554,4,5437.463653852845,1,82.69623017311937
1,6,0,28.989744341479835,1,2806.5783385863665,1,67.78038786229455
5,8,2,105.7734292244385,1,5432.01974738036,0,40.005137849419505
0,7,4,57.21199978904187,4,1696.9982345758303,0,91.04554148389937
2,8,2,109.88344297367674,5,7459.001515871406,0,84.37164933472867
3,14,3,59.27533843325588,5,8235.258112434818,1,95.45450247665207
2,12,0,169.9290597638947,4,8560.19904139341,0,72.31468213134829
2,10,3,48.47416972902636,5,1075.460647105021,1,100.0
1,12,5,158.96724532878068,4,5581.96645944448,0,75.40481330312382
1,3,2,8.264498648668114,1,8089.422188741888,0,48.26437261640127
3,12,4,2.587429749605686,1,1290.882717241759,1,74.03735180771208
1,9,2,41.54015239419864,1,1004.2288576590257,0,62.311761795053286
2,10,3,196.99119422970568,2,8171.250566713509,0,49.343841055809776
0,10,1,25.949126012709723,1,7969.393028523315,1,50.32313440855613
1,7,1,11.438986502496824,1,4492.4444382650445,1,65.65496289643286
7,14,1,35.38491336120336,4,1106.0145769120477,1,100.0
6,13,5,50.22698404232237,5,5166.070341596347,1,100.0
1,6,2,18.172672517688238,5,3954.083968046615,1,100.0
1,9,3,60.21394356340637,1,5190.288836129686,0,46.15758299594815
4,8,0,177.28657236355684,1,4404.55306823557,0,61.121028259186815
5,12,1,109.0880790331017,1,5689.458989774983,0,58.5740830063302
5,9,3,16.546834851389907,4,7274.025887947806,1,87.02299560531458
0,8,2,18.988774021339083,4,7750.850437472077,1,78.30850645969218
5,8,1,22.295272555598586,4,6493.332160396062,1,92.02852344884259
3,8,1,24.085818468729414,5,1997.4167443134631,1,100.0
7,8,1,5.074347733851298,2,3977.25902579514,1,75.66463301757942
3,9,1,68.8957669621667,5,721.5280470698592,1,100.0
3,14,1,21.823905420816665,4,4522.220543470963,1,93.9951716787204
3,14,2,101.70069437980263,3,9703.690733121262,0,56.49072916160195
4,11,2,125.59117375359514,2,6420.889768834197,0,53.871594114190486
4,10,0,1.1872658647990368,1,1554.579021488334,1,59.11158732857177
3,12,1,214.35241101740664,5,2693.0908211565716,0,82.32478432906372
3,6,1,59.42173169074736,2,655.0907265624426,0,71.9617683563437
3,4,4,35.2697590370091,3,1832.3147626181399,0,81.83362228153833
2,11,1,23.68906603264384,2,4883.538018343001,1,68.92868782069156
4,11,1,35.082561937930066,5,3455.1152504720408,1,100.0
1,12,0,18.83936534996255,4,2047.5835499145792,1,100.0
0,11,0,46.78475298350482,1,1474.5181514929322,1,75.6715681257835
7,6,1,4.684371992499811,4,6564.1504586022875,1,94.63953601119232
1,5,4,46.586045604793945,4,5585.442744959782,0,67.64772334856336
1,8,1,15.45885084723507,5,8427.97671902653,1,86.11638166549649
1,7,1,0.8540244116798051,4,1840.6963284202568,1,99.84788217107649
3,9,1,38.61785566406196,4,8481.374744683179,1,75.40504204323392
1,8,1,41.4629549311792,5,5783.332613872963,1,100.0
3,12,1,26.693648243023205,5,2669.569707857359,1,100.0
6,12,0,3.6015376330367785,3,2742.795874279427,1,92.73787350497315
1,5,1,107.43056440619807,4,3909.9000975370855,0,85.69999450330297
2,10,1,45.37363308764464,2,4606.670894501274,1,78.86935843270109
3,6,3,5.902749464201573,1,834.2257965214579,1,71.16378707122043
3,11,5,34.33203981258991,1,8421.571665006615,0,36.34247790252806
7,16,7,33.00820008227619,5,1224.1952825486987,1,100.0
5,15,5,2.990544725917907,5,4839.763831868518,1,100.0
2,13,0,44.81225964145768,3,3835.8526495773085,1,87.34979633595617
1,11,3,79.29414470244942,4,5127.747972276308,0,72.62575010768892
7,11,4,66.35205259221887,5,8875.950345511039,1,92.89941850588933
5,7,1,10.889386786690952,5,9890.992515162501,1,84.53141480999304
3,10,1,95.16593390955312,1,212.511013100756,0,53.97835696086333
2,13,4,20.1299830688176,4,3938.4619229346895,1,84.16901231101096
3,11,1,140.55505156471136,3,8177.929203863263,0,48.99907678727146
2,13,0,3.5736956542023988,5,3272.7627738171504,1,100.0
4,11,1,31.965029028687667,5,6493.871397426032,1,98.64487815178698
3,6,2,43.63811485934785,5,9922.66944562694,1,82.59703230520778
3,7,0,13.658580895997353,1,6471.245175271279,1,59.88350638385976
6,12,3,70.83335365730056,5,1120.8018624564565,1,100.0
1,11,2,47.32306654317603,5,8430.890249970316,1,83.96289210815083
4,15,5,0.8772201650251488,1,9666.90779855237,1,47.769954398946375
2,8,3,44.99683986829549,5,7127.9591287756875,0,83.2134391398288
2,9,3,32.45986852348892,4,4196.490317432272,1,87.32215331248167
3,16,1,10.473231887497336,4,9484.51775170079,1,80.71323008101994
3,16,2,262.1001225873722,1,9686.034430341491,0,29.704577311710743
1,11,4,109.18090747060963,4,9351.816267556582,0,64.48496550786858
3,13,2,16.609369242722877,3,4124.071833077705,1,84.12602722879737
2,11,1,37.38526043537072,5,7899.179662948781,1,100.0
4,8,2,18.265524174501902,3,6545.251796750259,1,73.35597011624577
6,14,5,71.70531111882468,4,1805.2695921970123,1,94.4510745081907
5,14,3,127.87228998553684,1,5359.793867754768,0,47.56386428542435
5,10,1,21.334006746876266,1,7479.433181195083,1,59.81465698060619
3,12,4,78.61230563108406,3,8960.163636893441,0,50.94880871682712
3,12,0,33.11843170000871,4,8627.35772036147,1,82.69478042583192
0,4,2,24.246692307675552,5,1555.0384168529663,0,100.0
3,11,2,133.79751423559625,4,4885.452132387256,0,68.12165711838873
4,4,2,34.28045397417051,4,4787.903608313241,1,89.35840676637179
6,10,5,30.24020740260705,1,8988.383248360244,1,40.92784924745105
2,12,1,53.57121334139727,2,29.353718277299826,1,78.85817088279188
1,8,1,14.533167570722279,5,7389.748240893006,1,95.59546722532033
2,11,1,18.851317300297826,5,6190.22875029719,1,99.14929122784872
2,10,1,129.06824944420185,1,9216.499017033897,0,27.10548118873765
1,12,2,54.47282742983013,4,4574.604329814062,0,92.26500579035519
2,16,3,84.11368652415725,1,6580.145776256251,0,42.85547240266216
5,11,3,15.179273629432217,4,9727.742833911208,1,82.81321253569376
6,7,2,37.67051834317905,2,7441.598591529929,1,72.61891613446124
